Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Chevron corp. (standard oil of california),CVX,"",158632038.0,11421508000.0,0.378356,0.5124,50,-3267235.0,-2.018067,reduction,8.2405817,Q2 2002,ENERGY,13F,09/30/2020,82.89,92.09
Union pacific corp.,UNP,"",57011459.0,11223846000.0,0.371808,0.3473,51,-905892.0,-1.564112,reduction,8.4603195,Q2 2002,TRANSPORTS,13F,09/30/2020,73.94,216.6
Oracle corp,ORCL,"",179555002.0,10719434000.0,0.355098,0.3714,52,-9876166.0,-5.213591,reduction,6.0989446,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,25.35,61.78
Lowes companies  inc.,LOW,"",63783544.0,10579138000.0,0.350451,0.3082,53,-524963.0,-0.81632,reduction,8.7050026,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,34.7,171.34
Danaher corp.,DHR,"",49122337.0,10577515000.0,0.350397,0.3119,54,-607117.0,-1.22084,reduction,6.9149627,Q4 2019,HEALTH CARE,13F,09/30/2020,153.05,236.75
Linde plc (praxair inc.),LIN,"",43285870.0,10307665000.0,0.341458,0.33,55,-577257.0,-1.316042,reduction,8.2471788,Q2 2002,MATERIALS,13F,09/30/2020,120.27,258.09
Lilly (eli) & co.,LLY,"",69165364.0,10237856000.0,0.339145,0.417,56,-2439723.0,-3.407192,reduction,7.2304719,Q2 2002,HEALTH CARE,13F,09/30/2020,62.77,190.77
United parcel service  inc. class b,UPS,"",57442654.0,9571670000.0,0.317077,0.2283,57,-461443.0,-0.796909,reduction,8.0315055,Q2 2002,TRANSPORTS,13F,09/30/2020,81.76,158.9
Prologis  inc.,PLD,"",93944751.0,9452720000.0,0.313137,0.3188,58,-2355736.0,-2.446235,reduction,12.7085806,Q2 2002,REAL ESTATE,13F,09/30/2020,48.71,97.68
Philip morris international inc,PM,"",123690096.0,9275520000.0,0.307266,0.3136,59,-2517050.0,-1.99438,reduction,7.9425178,Q1 2008,CONSUMER STAPLES,13F,09/30/2020,68.4,80.94
International business machines corp,IBM,"",74167799.0,9023997000.0,0.298934,0.3215,60,-876325.0,-1.167746,reduction,8.3235741,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,118.0,128.39
Crown castle international corp,CCI,"",53131773.0,8846440000.0,0.293052,0.3197,61,-734376.0,-1.363335,reduction,12.3190444,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,87.51,157.25
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",52096265.0,8575566000.0,0.284079,0.2718,62,-908985.0,-1.714896,reduction,7.4244437,Q2 2002,INDUSTRIALS,13F,09/30/2020,67.04,205.97
Equinix inc,EQIX,"",11252682.0,8553501000.0,0.283348,0.281,63,-29176.0,-0.25861,reduction,12.6290288,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,290.25,707.76
Lockheed martin corp.,LMT,"",21967889.0,8419853000.0,0.278921,0.2879,64,-278699.0,-1.252772,reduction,7.8517388,Q2 2002,INDUSTRIALS,13F,09/30/2020,155.56,347.27
Advanced micro devices inc,AMD,"",95830991.0,7857183000.0,0.260282,0.1809,65,-1087863.0,-1.122447,reduction,7.9588936,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,13.42,88.21
Starbucks corp.,SBUX,"",89811496.0,7716604000.0,0.255625,0.2375,66,-1190946.0,-1.308697,reduction,7.6519976,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,36.52,102.33
Servicenow inc,NOW,"",15517646.0,7526059000.0,0.249313,0.2246,67,-116312.0,-0.74397,reduction,7.9536884,Q3 2012,INFORMATION TECHNOLOGY,13F,09/30/2020,138.55,513.76
Wells fargo & co.  (northwest bancorporation),WFC,"",319589647.0,7513552000.0,0.248898,0.276,68,15612037.0,5.135917,addition,7.7298453,Q2 2002,FINANCE,13F,09/30/2020,33.887,32.04
Raytheon technologies corp. (united technologies),RTX,"",129358164.0,7443270000.0,0.24657,0.2813,69,672779.0,0.522809,addition,8.5175983,Q2 2002,INDUSTRIALS,13F,09/30/2020,44.7469,69.2
S&p global inc. (mcgraw-hill inc.),SPGI,"",20551872.0,7411006000.0,0.245501,0.2425,70,-201462.0,-0.970745,reduction,8.5419669,Q2 2002,COMMUNICATIONS,13F,09/30/2020,68.14,305.95
Citigroup  inc.,C,"",169694717.0,7315540000.0,0.242339,0.3126,71,-2760433.0,-1.600667,reduction,8.1505628,Q2 2002,FINANCE,13F,09/30/2020,3810.78,64.23
Fidelity national information services inc,FIS,"",49502568.0,7287273000.0,0.241403,0.2379,72,-518017.0,-1.035608,reduction,7.9777380,Q2 2002,FINANCE,13F,09/30/2020,93.39,129.73
3m co. (minnesota mining & manufacturing),MMM,"",45361184.0,7265954000.0,0.240696,0.2543,73,-605748.0,-1.317791,reduction,7.8639847,Q2 2002,INDUSTRIALS,13F,09/30/2020,102.96,165.55
Blackrock inc. class a,BLK,"",12464683.0,7024472000.0,0.232697,0.25,74,-490618.0,-3.787006,reduction,8.1729888,Q2 2002,FINANCE,13F,09/30/2020,344.35,727.76
Charter communications inc,CHTR,"",11247414.0,7022210000.0,0.232622,0.2084,75,-271590.0,-2.357756,reduction,5.4892432,Q4 2010,COMMUNICATIONS,13F,09/30/2020,210.63,628.91
Caterpillar inc.,CAT,"",46343821.0,6912182000.0,0.228977,0.2106,76,-592149.0,-1.26161,reduction,8.5307160,Q2 2002,INDUSTRIALS,13F,09/30/2020,84.16,194.62
Target corp.,TGT,"",43466167.0,6842445000.0,0.226667,0.1897,77,-1136639.0,-2.548358,reduction,8.6798120,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,57.48,194.8
Intuit  inc.,INTU,"",20595521.0,6718465000.0,0.22256,0.2179,78,-146529.0,-0.706435,reduction,7.5153567,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,76.63,371.01
Boeing company,BA,"",40591391.0,6708133000.0,0.222218,0.2687,79,-731901.0,-1.771159,reduction,7.1903023,Q2 2002,INDUSTRIALS,13F,09/30/2020,100.98,204.32
Intuitive surgical inc,ISRG,"",9195184.0,6524352000.0,0.21613,0.1878,80,-96135.0,-1.034675,reduction,7.8219949,Q2 2002,HEALTH CARE,13F,09/30/2020,295.19,778.42
Gilead sciences inc.,GILD,"",102722460.0,6491033000.0,0.215026,0.286,81,-2090879.0,-1.99486,reduction,8.1946672,Q2 2002,HEALTH CARE,13F,09/30/2020,45.94,63.33
Mondelez international inc. (kraft foods),MDLZ,"",109630057.0,6298247000.0,0.20864,0.2025,82,-2042411.0,-1.82893,reduction,7.6655651,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,29.03,57.22
Cvs health corp. (melville shoe),CVS,"",106157017.0,6199568000.0,0.205371,0.2471,83,-1050300.0,-0.979691,reduction,8.1103157,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,52.38,76.26
Zoetis  inc.,ZTS,"",37450478.0,6193186000.0,0.205159,0.1851,84,-621980.0,-1.633674,reduction,7.8798683,Q1 2013,HEALTH CARE,13F,09/30/2020,43.1,161.56
Digital realty trust  inc.,DLR,"",41650085.0,6112566000.0,0.202489,0.2132,85,-638251.0,-1.509284,reduction,14.8662602,Q4 2004,REAL ESTATE,13F,09/30/2020,92.98,136.48
Stryker corp.,SYK,"",28707413.0,5981763000.0,0.198155,0.1845,86,-162019.0,-0.561213,reduction,7.6392035,Q2 2002,HEALTH CARE,13F,09/30/2020,85.78,241.99
Altria group  inc. (philip morris),MO,"",153065073.0,5914434000.0,0.195925,0.2129,87,164718.0,0.107729,addition,8.2363051,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,31.9372,41.2
Colgate-palmolive co.,CL,"",76215965.0,5880062000.0,0.194786,0.2004,88,-911415.0,-1.181701,reduction,8.8915931,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,49.31,81.88
Air products & chemicals inc,APD,"",19259380.0,5736600000.0,0.190034,0.1679,89,-348002.0,-1.774852,reduction,8.7127173,Q2 2002,MATERIALS,13F,09/30/2020,95.36,286.91
Becton  dickinson and co.,BDX,"",24570326.0,5717025000.0,0.189386,0.213,90,-528590.0,-2.106027,reduction,8.4477189,Q4 2019,HEALTH CARE,13F,09/30/2020,269.76,261.74
Vertex pharmaceuticals  inc.,VRTX,"",20689919.0,5630141000.0,0.186507,0.2149,91,-183238.0,-0.877864,reduction,7.9565015,Q2 2002,HEALTH CARE,13F,09/30/2020,85.24,225.55
Sba communications corp.,SBAC,"",17627673.0,5614062000.0,0.185975,0.1901,92,-366616.0,-2.037402,reduction,15.8746369,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,110.76,269.1
Dominion energy inc,D,"",70099575.0,5532959000.0,0.183288,0.2047,93,-989993.0,-1.3926,reduction,8.5925391,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,60.58,72.08
Duke energy corp.,DUK,"",62454490.0,5530969000.0,0.183222,0.1795,94,-877040.0,-1.384839,reduction,8.4861422,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,192.02,92.11
Booking holdings inc. (priceline),BKNG,"",3153152.0,5394034000.0,0.178686,0.1823,95,-74529.0,-2.309057,reduction,7.6990814,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,643.42,2119.23
Automatic data processing inc,ADP,"",38181543.0,5325944000.0,0.17643,0.2037,96,-385724.0,-1.000133,reduction,8.9039871,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,61.17,161.12
Tjx companies inc.,TJX,"",95642013.0,5322478000.0,0.176316,0.1734,97,-1076317.0,-1.112837,reduction,7.9659777,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,28.31,68.46
Goldman sachs group inc,GS,"",25905240.0,5206176000.0,0.172463,0.1769,98,671203.0,2.659911,addition,7.5291093,Q2 2002,FINANCE,13F,09/30/2020,134.7319,301.01
Anthem inc,ANTM,"",19329733.0,5191773000.0,0.171986,0.1833,99,-321519.0,-1.636125,reduction,7.7721745,Q2 2002,HEALTH CARE,13F,09/30/2020,95.93,326.42
Zoom video communications inc,ZM,"",10825167.0,5089020000.0,0.168582,0.0924,100,547167.0,5.323672,addition,5.4475676,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,201.4904,384.53
Sherwin-williams co.,SHW,"",7096403.0,4944348000.0,0.163789,0.1462,101,-38441.0,-0.538778,reduction,7.8133131,Q2 2002,MATERIALS,13F,09/30/2020,177.76,725.55
Fedex corporation,FDX,"",19654817.0,4943581000.0,0.163764,0.0987,102,-195070.0,-0.982726,reduction,7.4149368,Q2 2002,TRANSPORTS,13F,09/30/2020,109.69,252.56
Illinois tool works inc,ITW,"",25579945.0,4942301000.0,0.163722,0.1615,103,-465777.0,-1.788305,reduction,8.0816138,Q2 2002,INDUSTRIALS,13F,09/30/2020,71.54,203.19
Southern co.,SO,"",91011175.0,4934626000.0,0.163467,0.1688,104,-766377.0,-0.835038,reduction,8.6165079,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,42.58,59.66
Deere & co.,DE,"",22200580.0,4920314000.0,0.162993,0.132,105,-1479485.0,-6.247808,reduction,7.0846591,Q2 2002,INDUSTRIALS,13F,09/30/2020,80.95,295.4
T-mobile us inc,TMUS,"",42971266.0,4914194000.0,0.162791,0.169,106,-2790484.0,-6.097852,reduction,3.4621112,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,74.38,127.28
Activision blizzard inc,ATVI,"",60418557.0,4890883000.0,0.162018,0.1628,107,-54268.0,-0.089739,reduction,7.8175578,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,33.87,90.69
Csx corp,CSX,"",62941845.0,4888693000.0,0.161946,0.1577,108,-811633.0,-1.27308,reduction,8.2301132,Q2 2002,TRANSPORTS,13F,09/30/2020,25.89,93.42
Marsh & mclennan companies  inc.,MMC,"",42348376.0,4857357000.0,0.160908,0.1661,109,-1258114.0,-2.885153,reduction,8.3495985,Q2 2002,FINANCE,13F,09/30/2020,48.88,111.84
Cigna holding co,CI,"",28536689.0,4834400000.0,0.160147,0.1932,110,-492959.0,-1.698123,reduction,7.8990516,Q2 2002,FINANCE,13F,09/30/2020,113.01,218.9
Cme group inc,CME,"",28602117.0,4785420000.0,0.158525,0.1679,111,-514223.0,-1.766098,reduction,7.9674418,Q4 2002,FINANCE,13F,09/30/2020,96.23,191.82
Newmont mining corp. (holding co.),NEM,"",74155980.0,4705198000.0,0.155867,0.1672,112,-2216575.0,-2.902319,reduction,9.2543580,Q2 2002,MATERIALS,13F,09/30/2020,34.39,61.86
Morgan stanley,MS,"",97111448.0,4695338000.0,0.155541,0.1692,113,-1638987.0,-1.659726,reduction,5.3676510,Q2 2002,FINANCE,13F,09/30/2020,36.33,75.24
Fiserv inc.,FISV,"",45310264.0,4669223000.0,0.154675,0.1601,114,-937808.0,-2.027778,reduction,6.7766799,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,47.2,108.2
Progressive corp.,PGR,"",48516518.0,4593058000.0,0.152152,0.1392,115,-461121.0,-0.941493,reduction,8.2891710,Q2 2002,FINANCE,13F,09/30/2020,33.32,94.8
Regeneron pharmaceuticals inc.,REGN,"",7988228.0,4471650000.0,0.148131,0.1735,116,143233.0,1.825788,addition,7.6181901,Q2 2002,HEALTH CARE,13F,09/30/2020,307.3783,517.93
Applied materials inc.,AMAT,"",73758988.0,4384972000.0,0.145259,0.161,117,-1314035.0,-1.750342,reduction,8.0668734,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,21.14,103.14
Public storage  inc.,PSA,"",19453353.0,4332650000.0,0.143526,0.1347,118,-336808.0,-1.701896,reduction,11.1275110,Q2 2002,REAL ESTATE,13F,09/30/2020,122.68,224.39
Ecolab inc.,ECL,"",21679077.0,4332347000.0,0.143516,0.1544,119,-199261.0,-0.910768,reduction,7.5948302,Q2 2002,MATERIALS,13F,09/30/2020,73.23,210.77
Intercontinental exchange inc,ICE,"",42968654.0,4299014000.0,0.142412,0.141,120,-434328.0,-1.000687,reduction,7.6554243,Q4 2005,FINANCE,13F,09/30/2020,50.35,115.19
Dexcom inc,DXCM,"",10383160.0,4280250000.0,0.14179,0.1478,121,107562.0,1.046771,addition,10.8126827,Q2 2005,HEALTH CARE,13F,09/30/2020,117.6634,354.2
Boston scientific inc.,BSX,"",112005986.0,4279748000.0,0.141774,0.1409,122,-1114056.0,-0.984844,reduction,7.9087903,Q4 2019,HEALTH CARE,13F,09/30/2020,44.79,36.33
Global payments inc.,GPN,"",24047864.0,4270420000.0,0.141465,0.1465,123,-305659.0,-1.255092,reduction,8.0337020,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,98.31,191.38
Humana  inc.,HUM,"",10235081.0,4236198000.0,0.140331,0.1427,124,-137339.0,-1.324079,reduction,7.7338437,Q2 2002,HEALTH CARE,13F,09/30/2020,98.81,406.81
Chubb limited,CB,"",36178983.0,4201104000.0,0.139168,0.1649,125,-530569.0,-1.445316,reduction,8.0153624,Q2 2002,FINANCE,13F,09/30/2020,96.32,155.19
Kimberly-clark corp.,KMB,"",28333949.0,4183791000.0,0.138595,0.1441,126,-406169.0,-1.413248,reduction,8.3301648,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,88.21,131.29
Micron technology  inc.,MU,"",88750258.0,4167711000.0,0.138062,0.1648,127,-1435762.0,-1.592001,reduction,7.9460620,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,20.51,80.72
Dollar general corp.,DG,"",19656248.0,4120342000.0,0.136493,0.1355,128,-392498.0,-1.957718,reduction,8.0229288,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,59.0,211.44
Autodesk  inc.,ADSK,"",17790217.0,4109718000.0,0.136141,0.1531,129,-254286.0,-1.409216,reduction,8.0905295,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,54.86,308.51
Truist financial corp,TFC,"",107470141.0,4089240000.0,0.135463,0.1456,130,-1835071.0,-1.67885,reduction,7.9718627,Q2 2002,FINANCE,13F,09/30/2020,44.65,51.97
Norfolk southern corp.,NSC,"",19101073.0,4087440000.0,0.135403,0.1213,131,-378693.0,-1.944033,reduction,6.9634149,Q2 2002,TRANSPORTS,13F,09/30/2020,62.92,252.95
General electric co,GE,"",646039221.0,4024825000.0,0.133329,0.1623,132,-24075200.0,-3.5927,reduction,7.3749839,Q2 2002,INDUSTRIALS,13F,09/30/2020,22.68,11.33
Estee lauder companies inc.,EL,"",18438395.0,4024179000.0,0.133307,0.1247,133,-200252.0,-1.074391,reduction,8.1391985,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,71.83,249.13
Moodys corp,MCO,"",13826929.0,4007735000.0,0.132763,0.1365,134,-175949.0,-1.25652,reduction,7.3625820,Q2 2002,FINANCE,13F,09/30/2020,75.65,266.65
Northrop grumman corp.,NOC,"",12694046.0,4004845000.0,0.132667,0.1403,135,-174613.0,-1.356886,reduction,7.6141746,Q2 2002,INDUSTRIALS,13F,09/30/2020,93.31,300.75
Waste management  inc.,WM,"",35064274.0,3968225000.0,0.131454,0.1335,136,-462495.0,-1.301821,reduction,8.2971510,Q2 2002,INDUSTRIALS,13F,09/30/2020,47.26,114.72
Lam research corp.,LRCX,"",11888993.0,3944174000.0,0.130657,0.1386,137,-194766.0,-1.6118,reduction,8.2557165,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,67.38,547.53
