Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Tjx companies inc.,TJX,"",95642013.0,5322478000.0,0.176339,0.1734,97,-1076317.0,-1.112837,reduction,7.9764084,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,28.31,66.98
Goldman sachs group inc,GS,"",25905240.0,5206176000.0,0.172485,0.1769,98,671203.0,2.659911,addition,7.5289258,Q2 2002,FINANCE,13F,09/30/2020,134.7319,256.16
Anthem inc,ANTM,"",19329733.0,5191773000.0,0.172008,0.1833,99,-321519.0,-1.636125,reduction,7.6855812,Q2 2002,HEALTH CARE,13F,09/30/2020,95.93,308.67
Zoom video communications inc,ZM,"",10825167.0,5089020000.0,0.168604,0.0924,100,547167.0,5.323672,addition,3.8060367,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,201.4904,375.17
Sherwin-williams co.,SHW,"",7096403.0,4944348000.0,0.163811,0.1462,101,-38441.0,-0.538778,reduction,7.7939919,Q2 2002,MATERIALS,13F,09/30/2020,177.76,733.9
Fedex corporation,FDX,"",19654817.0,4943581000.0,0.163785,0.0987,102,-195070.0,-0.982726,reduction,7.4849261,Q2 2002,TRANSPORTS,13F,09/30/2020,109.69,268.82
Illinois tool works inc,ITW,"",25579945.0,4942301000.0,0.163743,0.1615,103,-465777.0,-1.788305,reduction,8.0907395,Q2 2002,INDUSTRIALS,13F,09/30/2020,71.54,202.44
Southern co.,SO,"",91011175.0,4934626000.0,0.163489,0.1688,104,-766377.0,-0.835038,reduction,8.6174155,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,42.58,59.8
Deere & co.,DE,"",22200580.0,4920314000.0,0.163014,0.132,105,-1479485.0,-6.247808,reduction,7.0843547,Q2 2002,INDUSTRIALS,13F,09/30/2020,80.95,269.21
T-mobile us inc,TMUS,"",42971266.0,4914194000.0,0.162812,0.169,106,-2790484.0,-6.097852,reduction,3.4170380,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,74.38,132.92
Activision blizzard inc,ATVI,"",60418557.0,4890883000.0,0.162039,0.1628,107,-54268.0,-0.089739,reduction,7.8275352,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,33.87,90.96
Csx corp,CSX,"",62941845.0,4888693000.0,0.161967,0.1577,108,-811633.0,-1.27308,reduction,8.2271270,Q2 2002,TRANSPORTS,13F,09/30/2020,25.89,90.05
Marsh & mclennan companies  inc.,MMC,"",42348376.0,4857357000.0,0.160929,0.1661,109,-1258114.0,-2.885153,reduction,8.3604985,Q2 2002,FINANCE,13F,09/30/2020,48.88,115.13
Cigna holding co,CI,"",28536689.0,4834400000.0,0.160168,0.1932,110,-492959.0,-1.698123,reduction,7.7714162,Q2 2002,FINANCE,13F,09/30/2020,113.01,198.83
Cme group inc,CME,"",28602117.0,4785420000.0,0.158545,0.1679,111,-514223.0,-1.766098,reduction,7.9754522,Q4 2002,FINANCE,13F,09/30/2020,96.23,178.48
Newmont mining corp. (holding co.),NEM,"",74155980.0,4705198000.0,0.155887,0.1672,112,-2216575.0,-2.902319,reduction,9.2239732,Q2 2002,MATERIALS,13F,09/30/2020,34.39,60.48
Morgan stanley,MS,"",97111448.0,4695338000.0,0.155561,0.1692,113,-1638987.0,-1.659726,reduction,6.1589201,Q2 2002,FINANCE,13F,09/30/2020,36.33,68.09
Fiserv inc.,FISV,"",45310264.0,4669223000.0,0.154696,0.1601,114,-937808.0,-2.027778,reduction,6.7662611,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,47.2,112.63
Progressive corp.,PGR,"",48516518.0,4593058000.0,0.152172,0.1392,115,-461121.0,-0.941493,reduction,8.2849245,Q2 2002,FINANCE,13F,09/30/2020,33.32,98.31
Regeneron pharmaceuticals inc.,REGN,"",7988228.0,4471650000.0,0.14815,0.1735,116,143233.0,1.825788,addition,7.5082698,Q2 2002,HEALTH CARE,13F,09/30/2020,307.3783,488.93
Applied materials inc.,AMAT,"",73758988.0,4384972000.0,0.145278,0.161,117,-1314035.0,-1.750342,reduction,8.0762488,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,21.14,85.33
Public storage  inc.,PSA,"",19453353.0,4332650000.0,0.143545,0.1347,118,-336808.0,-1.701896,reduction,11.1287427,Q2 2002,REAL ESTATE,13F,09/30/2020,122.68,228.85
Ecolab inc.,ECL,"",21679077.0,4332347000.0,0.143535,0.1544,119,-199261.0,-0.910768,reduction,7.5964378,Q2 2002,MATERIALS,13F,09/30/2020,73.23,216.12
Intercontinental exchange inc,ICE,"",42968654.0,4299014000.0,0.14243,0.141,120,-434328.0,-1.000687,reduction,7.6559072,Q4 2005,FINANCE,13F,09/30/2020,50.35,112.69
Dexcom inc,DXCM,"",10383160.0,4280250000.0,0.141809,0.1478,121,107562.0,1.046771,addition,10.8449140,Q2 2005,HEALTH CARE,13F,09/30/2020,117.6634,355.02
Boston scientific inc.,BSX,"",112005986.0,4279748000.0,0.141792,0.1409,122,-1114056.0,-0.984844,reduction,7.8288928,Q4 2019,HEALTH CARE,13F,09/30/2020,44.79,34.59
Global payments inc.,GPN,"",24047864.0,4270420000.0,0.141483,0.1465,123,-305659.0,-1.255092,reduction,8.0362252,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,98.31,205.55
Humana  inc.,HUM,"",10235081.0,4236198000.0,0.140349,0.1427,124,-137339.0,-1.324079,reduction,7.7367015,Q2 2002,HEALTH CARE,13F,09/30/2020,98.81,404.83
Chubb limited,CB,"",36178983.0,4201104000.0,0.139186,0.1649,125,-530569.0,-1.445316,reduction,8.0155488,Q2 2002,FINANCE,13F,09/30/2020,96.32,150.83
Kimberly-clark corp.,KMB,"",28333949.0,4183791000.0,0.138613,0.1441,126,-406169.0,-1.413248,reduction,8.3079271,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,88.21,133.89
Micron technology  inc.,MU,"",88750258.0,4167711000.0,0.13808,0.1648,127,-1435762.0,-1.592001,reduction,7.9883330,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,20.51,70.58
Dollar general corp.,DG,"",19656248.0,4120342000.0,0.136511,0.1355,128,-392498.0,-1.957718,reduction,7.8930073,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,59.0,211.28
Autodesk  inc.,ADSK,"",17790217.0,4109718000.0,0.136159,0.1531,129,-254286.0,-1.409216,reduction,8.1130442,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,54.86,301.39
Truist financial corp,TFC,"",107470141.0,4089240000.0,0.13548,0.1456,130,-1835071.0,-1.67885,reduction,7.9748760,Q2 2002,FINANCE,13F,09/30/2020,44.65,46.99
Norfolk southern corp.,NSC,"",19101073.0,4087440000.0,0.135421,0.1213,131,-378693.0,-1.944033,reduction,7.4874091,Q2 2002,TRANSPORTS,13F,09/30/2020,62.92,234.39
General electric co,GE,"",646039221.0,4024825000.0,0.133346,0.1623,132,-24075200.0,-3.5927,reduction,7.3805311,Q2 2002,INDUSTRIALS,13F,09/30/2020,22.68,10.65
Estee lauder companies inc.,EL,"",18438395.0,4024179000.0,0.133325,0.1247,133,-200252.0,-1.074391,reduction,5.1046653,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,71.83,260.95
Moodys corp,MCO,"",13826929.0,4007735000.0,0.13278,0.1365,134,-175949.0,-1.25652,reduction,7.3666685,Q2 2002,FINANCE,13F,09/30/2020,75.65,278.88
Northrop grumman corp.,NOC,"",12694046.0,4004845000.0,0.132684,0.1403,135,-174613.0,-1.356886,reduction,7.6142623,Q2 2002,INDUSTRIALS,13F,09/30/2020,93.31,299.6
Waste management  inc.,WM,"",35064274.0,3968225000.0,0.131471,0.1335,136,-462495.0,-1.301821,reduction,8.2999989,Q2 2002,INDUSTRIALS,13F,09/30/2020,47.26,117.0
Lam research corp.,LRCX,"",11888993.0,3944174000.0,0.130674,0.1386,137,-194766.0,-1.6118,reduction,8.1943356,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,67.38,480.34
