Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Mcdonalds corp.,MCD,"",50194412.0,11017170000.0,0.405818,0.3786,41,-1225243.0,-2.38283,reduction,6.7456313,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,134.95,211.39
Abbvie inc,ABBV,"",122016637.0,10687437000.0,0.393672,0.4834,42,-1339787.0,-1.08611,reduction,6.9137771,Q1 2013,HEALTH CARE,13F,09/30/2020,72.8,103.26
Nextera energy inc.,NEE,"",151213020.0,10492671000.0,0.386498,0.3657,43,-1371888.0,-0.899098,reduction,7.7204999,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,34.77,74.98
Costco co.,COST,"",29435211.0,10449499000.0,0.384908,0.3663,44,-828023.0,-2.736069,reduction,6.6707938,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,184.76,364.58
Accenture plc,ACN,"",45672188.0,10321455000.0,0.380191,0.3939,45,-289040.0,-0.628878,reduction,7.1822909,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,127.28,257.3
Texas instruments  inc.,TXN,"",68729731.0,9813917000.0,0.361496,0.3557,46,-1451985.0,-2.068894,reduction,7.5037063,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,82.68,161.64
Bristol-myers squibb co,BMY,"",162409990.0,9791698000.0,0.360678,0.3841,47,-1232428.0,-0.753123,reduction,7.2056211,Q3 2007,HEALTH CARE,13F,09/30/2020,56.55,61.15
Exxonmobil corp. (standard oil of new jersey),XOM,"",283705818.0,9739620000.0,0.358759,0.5093,48,-1600334.0,-0.560918,reduction,6.7097958,Q3 2007,ENERGY,13F,09/30/2020,80.3,41.6
Danaher corp.,DHR,"",43941424.0,9461905000.0,0.34853,0.3182,49,-1148537.0,-2.547212,reduction,6.1940903,Q4 2019,HEALTH CARE,13F,09/30/2020,155.24,221.49
Broadcom ltd. (avago technologies),AVGO,"",25771477.0,9389064000.0,0.345847,0.3294,50,-379913.0,-1.452745,reduction,6.3711724,Q3 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,220.94,431.46
Chevron corp. (standard oil of california),CVX,"",130343840.0,9384756000.0,0.345688,0.4602,51,1131731.0,0.875871,addition,6.9803807,Q3 2007,ENERGY,13F,09/30/2020,106.2996,85.33
Union pacific corp.,UNP,"",47404110.0,9332446000.0,0.343761,0.3314,52,-1704727.0,-3.471324,reduction,6.9831173,Q3 2007,TRANSPORTS,13F,09/30/2020,110.77,203.39
Lowes companies  inc.,LOW,"",55745489.0,9245946000.0,0.340575,0.316,53,-2853870.0,-4.870139,reduction,7.3763173,Q3 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,82.97,162.77
Lilly (eli) & co.,LLY,"",60471639.0,8951011000.0,0.329711,0.4117,54,-2358862.0,-3.754326,reduction,6.3223745,Q3 2007,HEALTH CARE,13F,09/30/2020,87.4,166.66
Qualcomm inc.,QCOM,"",75781621.0,8917981000.0,0.328494,0.2816,55,-1556826.0,-2.013004,reduction,6.7166457,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,57.07,148.79
Oracle corp,ORCL,"",139378568.0,8320900000.0,0.306501,0.3307,56,-10525873.0,-7.021722,reduction,4.6291515,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,44.63,64.96
American tower corp.  class a,AMT,"",33571973.0,8115354000.0,0.29893,0.3393,57,696521.0,2.118666,addition,7.5685743,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,138.458,218.65
Servicenow inc,NOW,"",15775630.0,7651182000.0,0.281832,0.2525,58,160605.0,1.028529,addition,8.2249988,Q3 2012,INFORMATION TECHNOLOGY,13F,09/30/2020,163.477,553.89
Prologis  inc.,PLD,"",74573539.0,7503588000.0,0.276395,0.2675,59,2758591.0,3.841249,addition,10.0943109,Q4 2008,REAL ESTATE,13F,09/30/2020,60.8478,97.24
Gilead sciences inc.,GILD,"",117783804.0,7442757000.0,0.274154,0.3557,60,1949534.0,1.683037,addition,9.3947128,Q3 2007,HEALTH CARE,13F,09/30/2020,68.54,57.07
United parcel service  inc. class b,UPS,"",44605357.0,7432591000.0,0.27378,0.2071,61,-2066326.0,-4.427366,reduction,5.1663914,Q3 2007,TRANSPORTS,13F,09/30/2020,106.83,172.19
International business machines corp,IBM,"",60946415.0,7415352000.0,0.273145,0.294,62,-51278.0,-0.084065,reduction,6.8434616,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,168.23,124.69
Spdr s&p 500 etf trust,SPY,CALL,21917200.0,7339853000.0,0.270364,0.383,63,-9202200.0,-29.570622,reduction,No Data,Q4 2012,FINANCE,13F,09/30/2020,,369.0
Linde plc (praxair inc.),LIN,"",30492063.0,7261074000.0,0.267462,0.2621,64,-464006.0,-1.498918,reduction,5.8040317,Q4 2007,MATERIALS,13F,09/30/2020,137.44,256.62
Intuit  inc.,INTU,"",21836882.0,7123408000.0,0.262391,0.2729,65,-1248452.0,-5.407988,reduction,8.3408255,Q4 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,150.37,381.16
Wells fargo & co.  (northwest bancorporation),WFC,"",295951725.0,6957825000.0,0.256292,0.2926,66,9644975.0,3.368756,addition,7.1832122,Q3 2007,FINANCE,13F,09/30/2020,52.5517,29.84
Vertex pharmaceuticals  inc.,VRTX,"",25175541.0,6850768000.0,0.252348,0.2956,67,-332357.0,-1.302957,reduction,9.6655272,Q2 2008,HEALTH CARE,13F,09/30/2020,145.43,234.46
Philip morris international inc,PM,"",91236634.0,6841836000.0,0.252019,0.2619,68,-2415873.0,-2.579614,reduction,5.8586896,Q2 2008,CONSUMER STAPLES,13F,09/30/2020,107.29,82.51
Starbucks corp.,SBUX,"",79509316.0,6831441000.0,0.251637,0.2483,69,-5025866.0,-5.945295,reduction,6.8014813,Q4 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,57.8,102.01
Citigroup  inc.,C,"",157735437.0,6799973000.0,0.250477,0.3304,70,-4265194.0,-2.632826,reduction,7.5766414,Q3 2007,FINANCE,13F,09/30/2020,78.52,60.57
S&p global inc. (mcgraw-hill inc.),SPGI,"",18761589.0,6765430000.0,0.249205,0.2449,71,136790.0,0.734451,addition,7.7848917,Q4 2008,COMMUNICATIONS,13F,09/30/2020,154.2059,316.58
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",40887519.0,6730494000.0,0.247918,0.2439,72,-1367999.0,-3.237445,reduction,5.8262325,Q3 2007,INDUSTRIALS,13F,09/30/2020,122.33,209.53
Lockheed martin corp.,LMT,"",17216150.0,6598608000.0,0.24306,0.2474,73,230570.0,1.357446,addition,6.1586978,Q3 2007,INDUSTRIALS,13F,09/30/2020,271.8427,351.97
Advanced micro devices inc,AMD,"",80339991.0,6587077000.0,0.242635,0.171,74,-1079421.0,-1.325754,reduction,6.8429395,Q4 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,18.76,91.81
Zoetis  inc.,ZTS,"",39429316.0,6520426000.0,0.24018,0.2197,75,-730632.0,-1.819305,reduction,8.2983806,Q1 2013,HEALTH CARE,13F,09/30/2020,66.87,160.72
Charter communications inc,CHTR,"",10322151.0,6444530000.0,0.237385,0.219,76,-433222.0,-4.027959,reduction,5.0376732,Q3 2010,COMMUNICATIONS,13F,09/30/2020,322.62,656.49
Intuitive surgical inc,ISRG,"",8971484.0,6365627000.0,0.234478,0.2124,77,-367755.0,-3.937741,reduction,7.6662393,Q1 2009,HEALTH CARE,13F,09/30/2020,169.18,807.0
Fidelity national information services inc,FIS,"",42328941.0,6231242000.0,0.229528,0.2281,78,-282351.0,-0.66262,reduction,6.8316177,Q4 2008,FINANCE,13F,09/30/2020,103.8,140.79
3m co. (minnesota mining & manufacturing),MMM,"",38855440.0,6223864000.0,0.229256,0.2336,79,1336336.0,3.561748,addition,6.7455084,Q3 2007,INDUSTRIALS,13F,09/30/2020,188.1826,174.52
Newmont mining corp. (holding co.),NEM,"",97366087.0,6177879000.0,0.227563,0.2375,80,1007401.0,1.04547,addition,12.1109879,Q3 2007,MATERIALS,13F,09/30/2020,35.4824,60.48
Anthem inc,ANTM,"",22876356.0,6144362000.0,0.226328,0.2388,81,127999.0,0.562674,addition,9.0957330,Q3 2007,HEALTH CARE,13F,09/30/2020,173.2664,308.67
Cvs health corp. (melville shoe),CVS,"",100284278.0,5856601000.0,0.215728,0.252,82,3127908.0,3.219457,addition,7.6628726,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,73.2228,67.97
Raytheon technologies corp. (united technologies),RTX,"",98930332.0,5692452000.0,0.209682,0.243,83,120049.0,0.121494,addition,6.4759593,Q3 2007,INDUSTRIALS,13F,09/30/2020,52.3962,70.27
Tjx companies inc.,TJX,"",102102434.0,5681999000.0,0.209297,0.203,84,1530593.0,1.52189,addition,8.5151984,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,36.8068,66.98
Altria group  inc. (philip morris),MO,"",143428615.0,5542083000.0,0.204143,0.2259,85,-743525.0,-0.51572,reduction,7.7178665,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,67.25,41.72
Regeneron pharmaceuticals inc.,REGN,"",9792052.0,5481395000.0,0.201908,0.2437,86,2479.0,0.025323,addition,9.2037143,Q4 2009,HEALTH CARE,13F,09/30/2020,465.5039,488.93
Target corp.,TGT,"",34672443.0,5458135000.0,0.201051,0.1699,87,-826436.0,-2.328062,reduction,6.9259303,Q4 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,57.7,175.19
Blackrock inc. class a,BLK,"",9667201.0,5447952000.0,0.200676,0.2169,88,-319234.0,-3.196676,reduction,6.3398317,Q2 2009,FINANCE,13F,09/30/2020,423.86,707.18
Mondelez international inc. (kraft foods),MDLZ,"",94122095.0,5407312000.0,0.199179,0.1968,89,-2328404.0,-2.414092,reduction,6.5896218,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,43.39,57.85
Stryker corp.,SYK,"",25859293.0,5388302000.0,0.198478,0.1869,90,-124974.0,-0.48096,reduction,6.8846892,Q3 2007,HEALTH CARE,13F,09/30/2020,139.03,237.06
Caterpillar inc.,CAT,"",35559834.0,5303749000.0,0.195364,0.1813,91,-347915.0,-0.968913,reduction,6.5668333,Q3 2007,INDUSTRIALS,13F,09/30/2020,98.27,179.56
Equinix inc,EQIX,"",6723591.0,5110803000.0,0.188257,0.1845,92,140406.0,2.132797,addition,7.5923778,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,424.2536,705.94
Crown castle international corp,CCI,"",30072262.0,5007030000.0,0.184434,0.2023,93,-217712.0,-0.718759,reduction,7.1657218,Q1 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,100.67,154.0
Boeing company,BA,"",30243923.0,4998108000.0,0.184106,0.2393,94,-2459539.0,-7.52073,reduction,5.3581346,Q3 2007,INDUSTRIALS,13F,09/30/2020,188.41,217.15
Becton  dickinson and co.,BDX,"",21378911.0,4974444000.0,0.183234,0.1983,95,618563.0,2.979541,addition,7.3753813,Q4 2019,HEALTH CARE,13F,09/30/2020,268.1434,247.99
Boston scientific inc.,BSX,"",128853990.0,4923513000.0,0.181358,0.174,96,4704621.0,3.789484,addition,9.0065193,Q4 2019,HEALTH CARE,13F,09/30/2020,43.0949,34.59
Humana  inc.,HUM,"",11841212.0,4900962000.0,0.180527,0.177,97,403026.0,3.523513,addition,8.9507766,Q3 2007,HEALTH CARE,13F,09/30/2020,227.3333,404.83
Booking holdings inc. (priceline),BKNG,"",2793109.0,4778117000.0,0.176002,0.182,98,-70216.0,-2.452254,reduction,6.8210070,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,1744.66,2088.35
Edwards lifesciences corp.,EW,"",59037509.0,4712374000.0,0.173581,0.164,99,-406466.0,-0.68378,reduction,9.4955213,Q2 2009,HEALTH CARE,13F,09/30/2020,51.48,88.63
Cigna holding co,CI,"",27601591.0,4675987000.0,0.17224,0.2032,100,466264.0,1.718291,addition,7.5167603,Q3 2007,FINANCE,13F,09/30/2020,162.2235,198.83
Dominion energy inc,D,"",58905458.0,4649408000.0,0.171261,0.1927,101,-575834.0,-0.968093,reduction,7.0114206,Q4 2008,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,76.81,74.23
Applied materials inc.,AMAT,"",78143901.0,4645656000.0,0.171123,0.174,102,6028231.0,8.359114,addition,8.5563753,Q4 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,43.7707,85.33
Colgate-palmolive co.,CL,"",60060209.0,4633644000.0,0.170681,0.1647,103,3752328.0,6.663948,addition,7.0049214,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,70.8405,85.04
Air products & chemicals inc,APD,"",15475928.0,4609662000.0,0.169797,0.1521,104,-302315.0,-1.916024,reduction,7.0060308,Q3 2007,MATERIALS,13F,09/30/2020,140.29,268.35
Marsh & mclennan companies  inc.,MMC,"",40058658.0,4594726000.0,0.169247,0.1739,105,-523240.0,-1.289343,reduction,7.9084580,Q4 2007,FINANCE,13F,09/30/2020,74.81,115.13
T-mobile us inc,TMUS,"",40151287.0,4591703000.0,0.169136,0.1607,106,1484245.0,3.838527,addition,3.1927957,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,83.4948,132.92
Duke energy corp.,DUK,"",51582613.0,4568155000.0,0.168268,0.1667,107,-695993.0,-1.331315,reduction,7.0139188,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,84.38,89.67
Morgan stanley,MS,"",92609463.0,4477670000.0,0.164935,0.1833,108,-2468763.0,-2.59656,reduction,5.8733990,Q3 2007,FINANCE,13F,09/30/2020,42.73,68.09
Activision blizzard inc,ATVI,"",54696365.0,4427670000.0,0.163093,0.164,109,563177.0,1.040354,addition,7.0861958,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,52.5158,90.96
Deere & co.,DE,"",19774107.0,4382536000.0,0.161431,0.12,110,646460.0,3.379715,addition,6.3100508,Q3 2007,INDUSTRIALS,13F,09/30/2020,118.1958,269.21
Automatic data processing inc,ADP,"",30953376.0,4317687000.0,0.159042,0.191,111,-1192959.0,-3.711026,reduction,7.2010373,Q4 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,106.57,176.56
Cme group inc,CME,"",25765972.0,4310906000.0,0.158792,0.177,112,-1516965.0,-5.560124,reduction,7.1846177,Q3 2007,FINANCE,13F,09/30/2020,131.7,178.48
Ishares iboxx investment grade corporate bond fund,LQD,"",31423160.0,4233014000.0,0.155923,0.0742,113,17604847.0,127.402289,addition,No Data,Q4 2008,FINANCE,13F,09/30/2020,129.5342,137.77
Illinois tool works inc,ITW,"",21833530.0,4218457000.0,0.155387,0.1567,114,-613330.0,-2.732364,reduction,6.9057773,Q4 2008,INDUSTRIALS,13F,09/30/2020,134.49,202.44
Progressive corp.,PGR,"",44504907.0,4213279000.0,0.155196,0.1376,115,1466049.0,3.406338,addition,7.5998817,Q4 2007,FINANCE,13F,09/30/2020,45.9496,98.31
Goldman sachs group inc,GS,"",20948615.0,4210041000.0,0.155077,0.1539,116,1437089.0,7.365334,addition,6.0883654,Q3 2007,FINANCE,13F,09/30/2020,225.5031,256.16
Zoom video communications inc,ZM,"",8911963.0,4189600000.0,0.154324,0.0498,117,3995923.0,81.28337,addition,3.1333705,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,328.7512,375.17
Sherwin-williams co.,SHW,"",6009581.0,4187116000.0,0.154233,0.1372,118,61075.0,1.026728,addition,6.6003334,Q3 2007,MATERIALS,13F,09/30/2020,345.2786,733.9
Fedex corporation,FDX,"",16542182.0,4160689000.0,0.153259,0.0934,119,-148642.0,-0.890561,reduction,6.2995758,Q3 2007,TRANSPORTS,13F,09/30/2020,188.49,268.82
Autodesk  inc.,ADSK,"",17990080.0,4155890000.0,0.153082,0.1685,120,340367.0,1.928456,addition,8.2041896,Q4 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,105.2257,301.39
Biogen inc,BIIB,"",14463279.0,4102944000.0,0.151132,0.1559,121,-136177.0,-0.932754,reduction,9.1358486,Q3 2007,HEALTH CARE,13F,09/30/2020,271.98,248.89
Fiserv inc.,FISV,"",39173739.0,4036855000.0,0.148698,0.1575,122,-1247366.0,-3.085928,reduction,5.8498830,Q4 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,65.96,112.63
Ecolab inc.,ECL,"",20078759.0,4012541000.0,0.147802,0.1538,123,712842.0,3.68091,addition,7.0356798,Q4 2008,MATERIALS,13F,09/30/2020,138.8934,216.12
Southern co.,SO,"",73921356.0,4008015000.0,0.147635,0.1548,124,-868031.0,-1.160634,reduction,6.9992618,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,50.77,59.8
Relx plc adr,RELX,"",194947760.0,3846319304.8,0.141679,0.002,125,192541899.0,8003.035046,addition,10.0912165,,COMMUNICATIONS,13G,10/31/2020,,24.4
Csx corp,CSX,"",49319439.0,3830641000.0,0.141102,0.1412,126,-1410074.0,-2.779593,reduction,6.4465427,Q3 2007,TRANSPORTS,13F,09/30/2020,49.24,90.05
Micron technology  inc.,MU,"",81538240.0,3829035000.0,0.141043,0.1685,127,-383409.0,-0.468019,reduction,7.3391856,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,33.57,70.58
Dollar general corp.,DG,"",18098585.0,3793825000.0,0.139746,0.1454,128,-1028617.0,-5.37777,reduction,7.2675245,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,83.5,211.28
Public storage  inc.,PSA,"",16965475.0,3778551000.0,0.139183,0.1287,129,165877.0,0.987387,addition,9.7054943,Q4 2008,REAL ESTATE,13F,09/30/2020,216.1845,228.85
Intercontinental exchange inc,ICE,"",37734978.0,3775384000.0,0.139067,0.1411,130,-844551.0,-2.189117,reduction,6.7234010,Q4 2008,FINANCE,13F,09/30/2020,64.29,112.69
Lam research corp.,LRCX,"",11334893.0,3760350000.0,0.138513,0.1473,131,-71680.0,-0.62841,reduction,7.8124293,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,144.47,480.34
Chubb limited,CB,"",32190570.0,3737970000.0,0.137688,0.1632,132,-105348.0,-0.326196,reduction,7.1319054,Q3 2007,FINANCE,13F,09/30/2020,135.82,150.83
Aon plc,AON,"",18000866.0,3713579000.0,0.13679,0.137,133,182820.0,1.026038,addition,7.7707058,Q3 2007,FINANCE,13F,09/30/2020,126.7166,210.61
Digital realty trust  inc.,DLR,"",25187503.0,3696520000.0,0.136162,0.135,134,1385679.0,5.821735,addition,9.0352346,Q1 2009,REAL ESTATE,13F,09/30/2020,116.9174,137.43
Cognizant technology solutions corp,CTSH,"",52875558.0,3670619000.0,0.135207,0.1235,135,-1591338.0,-2.921661,reduction,9.7513067,Q4 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,62.85,81.07
Illumina inc,ILMN,"",11752015.0,3632313000.0,0.133796,0.1726,136,78267.0,0.670453,addition,8.0295061,Q4 2009,HEALTH CARE,13F,09/30/2020,202.9813,367.29
Analog devices inc,ADI,"",30760256.0,3590951000.0,0.132273,0.1362,137,2946683.0,10.594407,addition,8.3234861,Q4 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,86.0875,144.47
Baxter international inc.,BAX,"",44599949.0,3586729000.0,0.132117,0.1532,138,30773.0,0.069045,addition,8.8101844,Q3 2007,HEALTH CARE,13F,09/30/2020,57.4059,79.59
