Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Comcast corp.  class a,CMCSA,"",65586329.0,3030087000.0,0.50931,0.4768,34,2202613.0,3.475046,addition,1.4357462,Q4 2002,COMMUNICATIONS,13F,09/30/2020,24.6026,50.38
Salesforce.com inc.,CRM,"",12219059.0,3023606000.0,0.50822,0.4139,35,771094.0,6.735643,addition,1.3427537,Q1 2005,INFORMATION TECHNOLOGY,13F,09/30/2020,122.7969,225.78
Ishares msci eafe index fund,EFA,"",43650802.0,2791904000.0,0.469275,0.5674,36,-4646979.0,-9.621517,reduction,No Data,Q3 2002,FINANCE,13F,09/30/2020,62.01,72.36
Lilly (eli) & co.,LLY,"",18842425.0,2755892000.0,0.463222,0.5051,37,2900041.0,18.190761,addition,1.9699957,Q1 2001,HEALTH CARE,13F,09/30/2020,95.9855,166.66
Netflix inc,NFLX,"",5558668.0,2743090000.0,0.46107,0.4576,38,347462.0,6.667593,addition,1.2604248,Q3 2005,COMMUNICATIONS,13F,09/30/2020,315.1566,513.97
Prologis  inc.,PLD,"",27054679.0,2694917000.0,0.452973,0.4503,39,2051834.0,8.206402,addition,3.6621347,Q4 2001,REAL ESTATE,13F,09/30/2020,67.5258,97.24
Coca cola co.,KO,"",54638237.0,2672904000.0,0.449273,0.4059,40,7560062.0,16.058528,addition,1.2720059,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,44.2691,53.44
Bank of america corp. (north carolina national bank),BAC,"",111591940.0,2652539000.0,0.44585,0.5618,41,-10986303.0,-8.962686,reduction,1.2879811,Q1 2001,FINANCE,13F,09/30/2020,18.21,29.96
Verizon communications (bell atlantic corp.),VZ,"",44559231.0,2639689000.0,0.44369,0.6191,42,-13632804.0,-23.427268,reduction,1.0768161,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,50.89,58.84
Ishares 7-10 year treasury bond etf,IEF,"",21290351.0,2600616000.0,0.437122,0.6065,43,-4495832.0,-17.435043,reduction,No Data,Q3 2008,FINANCE,13F,09/30/2020,109.65,119.8
Abbvie inc,ABBV,"",29190573.0,2536368000.0,0.426323,0.5429,44,539914.0,1.884473,addition,1.6540131,Q1 2013,HEALTH CARE,13F,09/30/2020,82.9573,103.26
Ishares s&p 500 value etf,IVE,"",22680205.0,2529524000.0,0.425173,0.4807,45,-338293.0,-1.469657,reduction,No Data,Q3 2004,FINANCE,13F,09/30/2020,97.89,126.12
Mercadolibre inc,MELI,"",2244724.0,2430745000.0,0.40857,0.4254,46,8369.0,0.374225,addition,4.5156428,Q3 2014,COMMUNICATIONS,13F,09/30/2020,353.5877,1690.48
Xcel energy inc. (northern states power co. (mn)),XEL,"",35055062.0,2406356000.0,0.40447,0.4196,47,265550.0,0.763305,addition,6.6728039,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,40.0014,64.63
Eaton corp. (torbenson axle co. - eaton axle & spring),ETN,"",23626633.0,2390544000.0,0.401813,0.3441,48,3243644.0,15.913486,addition,5.9051820,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,82.4292,118.07
Morgan stanley,MS,"",50251909.0,2373903000.0,0.399016,0.4817,49,-1421238.0,-2.750438,reduction,3.1870341,Q1 2001,FINANCE,13F,09/30/2020,31.92,68.09
Ishares 20+ year treasury bond etf,TLT,"",14160990.0,2334296000.0,0.392358,0.2531,50,6162161.0,77.038289,addition,No Data,Q2 2008,FINANCE,13F,09/30/2020,148.7434,157.29
Merck & co,MRK,"",28445148.0,2329657000.0,0.391578,0.407,51,1174323.0,4.306151,addition,1.1246515,Q1 2001,HEALTH CARE,13F,09/30/2020,59.0876,80.14
Ishares russell 2000 etf,IWM,"",15546947.0,2321781000.0,0.390255,0.3708,52,2128221.0,15.860082,addition,No Data,Q2 2003,FINANCE,13F,09/30/2020,140.408,199.01
Ishares core u.s. aggregate bond etf,AGG,"",19474121.0,2302815000.0,0.387067,0.3873,53,2498195.0,14.716104,addition,No Data,Q2 2004,FINANCE,13F,09/30/2020,112.9256,117.99
Mcdonalds corp.,MCD,"",10458276.0,2287018000.0,0.384412,0.3685,54,105885.0,1.022807,addition,1.4054886,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,171.2633,211.39
Spdr s&p health care etf,XLV,"",20073975.0,2084080000.0,0.350301,0.3437,55,2276030.0,12.788162,addition,No Data,Q1 2004,HEALTH CARE,13F,09/30/2020,87.8008,111.47
Thermo fisher scientific  inc.,TMO,"",4791630.0,2081196000.0,0.349816,0.3522,56,-245139.0,-4.866989,reduction,1.2112635,Q1 2001,HEALTH CARE,13F,09/30/2020,228.89,458.09
Sea ltd adr,SE,"",13406674.0,2080047000.0,0.349623,0.2523,57,1214218.0,9.958765,addition,2.7487447,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,54.2299,193.18
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",12625925.0,2077091000.0,0.349126,0.3085,58,1569096.0,14.191194,addition,1.7991205,Q1 2001,INDUSTRIALS,13F,09/30/2020,97.7134,209.53
Amgen  inc.,AMGN,"",8270553.0,2053580000.0,0.345174,0.3131,59,1392173.0,20.239838,addition,1.4120951,Q1 2001,HEALTH CARE,13F,09/30/2020,222.2904,222.93
Stanley black & decker inc.,SWK,"",11859103.0,1915009000.0,0.321883,0.274,60,1672038.0,16.413344,addition,7.4267118,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,122.5997,179.92
Blackrock inc. class a,BLK,"",3408034.0,1890778000.0,0.31781,0.3572,61,5934.0,0.174422,addition,2.2350174,Q4 2006,FINANCE,13F,09/30/2020,368.4703,707.18
Pepsico inc. (loft  inc.),PEP,"",13673417.0,1875447000.0,0.315233,0.349,62,1359.0,0.00994,addition,0.9875121,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,100.3738,145.06
Jpmorgan betabuilders international equity etf,BBIN,"",38249375.0,1853182000.0,0.311491,0.3169,63,2622637.0,7.361429,addition,No Data,Q2 2020,FINANCE,13F,09/30/2020,46.236,54.916
Tesla inc,TSLA,PUT,4388500.0,1839089000.0,0.309122,0.19,64,-170000.0,-3.729297,reduction,N/A,Q3 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,,661.77
Medtronic plc,MDT,"",17851223.0,1833141000.0,0.308122,0.3006,65,865762.0,5.097077,addition,1.3280033,Q1 2001,HEALTH CARE,13F,09/30/2020,89.7807,114.03
Cigna holding co,CI,"",11136731.0,1829875000.0,0.307573,0.3404,66,1738261.0,18.495149,addition,3.0328736,Q1 2001,FINANCE,13F,09/30/2020,165.2411,198.83
Hdfc bank ltd adr,HDB,"",36723696.0,1797995000.0,0.302215,0.3088,67,1522821.0,4.326088,addition,2.0017625,Q3 2001,FINANCE,13F,09/30/2020,36.5789,69.55
Truist financial corp,TFC,"",48473224.0,1793995000.0,0.301542,0.2548,68,13312350.0,37.86126,addition,3.5969800,Q1 2001,FINANCE,13F,09/30/2020,46.1088,46.99
Charter communications inc,CHTR,"",2834725.0,1775955000.0,0.29851,0.2645,69,147100.0,5.473234,addition,1.3834731,Q3 2010,COMMUNICATIONS,13F,09/30/2020,256.0665,656.49
Air products & chemicals inc,APD,"",5989893.0,1760188000.0,0.29586,0.2839,70,-103051.0,-1.691317,reduction,2.7116548,Q1 2001,MATERIALS,13F,09/30/2020,175.12,268.35
Berkshire hathaway inc class b,BRK.B,"",8317683.0,1750374000.0,0.29421,0.2938,71,-210822.0,-2.471969,reduction,0.3482803,Q1 2001,FINANCE,13F,09/30/2020,158.13,226.53
Vanguard 500 index fund-etf shares,VOO,"",5698876.0,1739868000.0,0.292444,0.3171,72,-98929.0,-1.706318,reduction,No Data,Q3 2012,FINANCE,13F,09/30/2020,218.83,339.16
Oreilly automotive inc.,ORLY,"",3806742.0,1725673000.0,0.290058,0.3081,73,20450.0,0.540106,addition,5.1397468,Q2 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,270.4695,461.76
Progressive corp.,PGR,"",18097042.0,1703835000.0,0.286388,0.2634,74,1060295.0,6.223577,addition,3.0903419,Q1 2001,FINANCE,13F,09/30/2020,59.32,98.31
Chevron corp. (standard oil of california),CVX,"",23582640.0,1695595000.0,0.285003,0.4445,75,-2227657.0,-8.630885,reduction,1.2629351,Q1 2001,ENERGY,13F,09/30/2020,109.1,85.33
Ishares russell 1000 growth etf,IWF,"",7862623.0,1691486000.0,0.284312,0.3068,76,-420249.0,-5.073711,reduction,No Data,Q2 2004,FINANCE,13F,09/30/2020,129.45,239.27
Boston scientific inc.,BSX,"",41555253.0,1569126000.0,0.263745,0.2678,77,2029505.0,5.13464,addition,2.9045914,Q4 2019,HEALTH CARE,13F,09/30/2020,44.383,34.59
Northrop grumman corp.,NOC,"",4808332.0,1564055000.0,0.262893,0.1933,78,1549606.0,47.55251,addition,2.8841790,Q1 2001,INDUSTRIALS,13F,09/30/2020,259.1846,299.6
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",14050314.0,1502400000.0,0.25253,0.2816,79,181008.0,1.305098,addition,3.3098279,Q1 2001,FINANCE,13F,09/30/2020,95.4882,146.15
Lam research corp.,LRCX,"",4440062.0,1499455000.0,0.252035,0.226,80,819516.0,22.63515,addition,3.0602556,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,224.8068,480.34
Mondelez international inc. (kraft foods),MDLZ,"",26517105.0,1497685000.0,0.251737,0.2532,81,858960.0,3.347709,addition,1.8565003,Q2 2001,CONSUMER STAPLES,13F,09/30/2020,38.2527,57.85
Spdr gold trust,GLD,PUT,8044100.0,1433378000.0,0.240928,0.319,82,-1830500.0,-18.53746,reduction,No Data,Q2 2008,MATERIALS,13F,09/30/2020,,176.35
Nxp semiconductors n.v.,NXPI,"",11576448.0,1427259000.0,0.2399,0.2079,83,2131688.0,22.57006,addition,4.1459327,Q4 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,102.8471,157.33
Invesco qqq trust series 1,QQQ,"",5159333.0,1423718000.0,0.239304,0.1868,84,1250861.0,32.003837,addition,No Data,Q1 2001,FINANCE,13F,09/30/2020,200.7513,309.56
Qualcomm inc.,QCOM,"",12061607.0,1415791000.0,0.237972,0.2297,85,-988345.0,-7.573553,reduction,1.0690394,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,71.47,148.79
Ishares inc. msci japan index,EWJ,"",23593491.0,1404519000.0,0.236077,0.2181,86,3018412.0,14.670233,addition,No Data,Q3 2003,FINANCE,13F,09/30/2020,164.7382,65.82
Philip morris international inc,PM,"",18828048.0,1399678000.0,0.235264,0.2555,87,-71885.0,-0.380345,reduction,1.2090285,Q2 2008,CONSUMER STAPLES,13F,09/30/2020,90.88,82.51
Jpmorgan betabuilders developed asia ex-japan etf,BBAX,"",60590260.0,1374186000.0,0.230979,0.2595,88,556352.0,0.92673,addition,No Data,Q3 2018,FINANCE,13F,09/30/2020,23.9475,26.94
Synopsys inc.,SNPS,"",6461645.0,1371936000.0,0.230601,0.2401,89,80851.0,1.267099,addition,4.2577577,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,83.5625,256.28
Best buy co.  inc.,BBY,"",12427382.0,1368006000.0,0.22994,0.1887,90,1225535.0,10.940473,addition,4.8013287,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,59.217,102.55
Equinix inc,EQIX,"",1787159.0,1364427000.0,0.229339,0.2074,91,257258.0,16.815336,addition,2.0180862,Q4 2003,INFORMATION TECHNOLOGY,13F,09/30/2020,476.1947,705.94
Epam systems  inc.,EPAM,"",4175729.0,1359449000.0,0.228502,0.2029,92,3317.0,0.079498,addition,7.4763383,Q3 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,116.8541,356.34
Invesco qqq trust series 1,QQQ,CALL,4913900.0,1355991000.0,0.227921,0.181,93,1125200.0,29.698841,addition,No Data,Q1 2011,FINANCE,13F,09/30/2020,,309.56
Raytheon technologies corp. (united technologies),RTX,"",23388712.0,1347187000.0,0.226441,0.2616,94,1392311.0,6.329722,addition,1.5310203,Q1 2001,INDUSTRIALS,13F,09/30/2020,52.5179,70.27
Booking holdings inc. (priceline),BKNG,"",788079.0,1318441000.0,0.221609,0.243,95,-2726.0,-0.344712,reduction,1.9245552,Q3 2006,CONSUMER DISCRETIONARY,13F,09/30/2020,1626.48,2088.35
Pfizer  inc.,PFE,"",38124833.73,1308326000.0,0.219909,0.2542,96,-4327424.66,-10.193626,reduction,0.6509331,Q1 2001,HEALTH CARE,13F,09/30/2020,30.44,37.27
Trane technologies plc,TT,"",10777090.0,1306397000.0,0.219585,0.1651,97,1162420.0,12.090067,addition,4.5025706,Q1 2001,INDUSTRIALS,13F,09/30/2020,98.9287,143.66
Chubb limited,CB,"",11415820.0,1305285000.0,0.219398,0.2648,98,580742.0,5.359832,addition,2.5292049,Q1 2001,FINANCE,13F,09/30/2020,105.9264,150.83
Zimmer biomet holdings inc,ZBH,"",9756997.0,1301582000.0,0.218775,0.2135,99,490415.0,5.292297,addition,4.7123908,Q3 2001,HEALTH CARE,13F,09/30/2020,119.5481,149.25
Asml holding nv (adr),ASML,"",3421028.0,1279465000.0,0.215058,0.3081,100,-916465.0,-21.12891,reduction,0.8176717,Q1 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,270.93,483.09
Ishares russell 2000 etf,IWM,CALL,10202300.0,1278845000.0,0.214954,0.1842,101,1369200.0,15.500787,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,,199.01
Ishares russell 1000 value etf,IWD,"",10898995.0,1278125000.0,0.214833,0.2387,102,-82242.0,-0.748932,reduction,No Data,Q4 2002,FINANCE,13F,09/30/2020,100.56,135.08
Linde plc (praxair inc.),LIN,"",5392859.0,1275035000.0,0.214313,0.2351,103,-351653.0,-6.121547,reduction,1.0265073,Q1 2001,MATERIALS,13F,09/30/2020,173.0,256.62
Cms energy corp. (consumers power co.),CMS,"",20699909.0,1264973000.0,0.212622,0.1868,104,4135462.0,24.965892,addition,7.2306339,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,42.2608,58.16
Dover corp.,DOV,"",11615817.0,1257296000.0,0.211332,0.2044,105,647756.0,5.905839,addition,8.0682113,Q1 2001,INDUSTRIALS,13F,09/30/2020,69.0409,124.02
Nike inc.,NKE,"",9878715.0,1248175000.0,0.209798,0.1671,106,1045350.0,11.834109,addition,0.6332962,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,79.4628,141.6
Dexcom inc,DXCM,"",3072859.0,1235841000.0,0.207725,0.2374,107,38319.0,1.262761,addition,3.2095134,Q1 2012,HEALTH CARE,13F,09/30/2020,97.8696,355.02
Visa inc,V,"",6053626.0,1207336000.0,0.202934,0.2059,108,529352.0,9.582291,addition,0.2844929,Q2 2008,FINANCE,13F,09/30/2020,40.7654,208.7
Cme group inc,CME,"",7244533.0,1203463000.0,0.202283,0.2652,109,-1210239.0,-14.314271,reduction,2.0200752,Q2 2004,FINANCE,13F,09/30/2020,116.35,178.48
Accenture plc,ACN,"",5303978.0,1188514000.0,0.19977,0.2045,110,368628.0,7.469136,addition,0.8340900,Q3 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,105.9555,257.3
Spdr s&p biotech etf,XBI,"",10539489.0,1177155000.0,0.197861,0.2285,111,-35855.0,-0.339043,reduction,No Data,Q4 2007,HEALTH CARE,13F,09/30/2020,79.84,150.01
Intuitive surgical inc,ISRG,"",1682841.0,1166093000.0,0.196002,0.1908,112,-52221.0,-3.009748,reduction,1.4380076,Q1 2004,HEALTH CARE,13F,09/30/2020,150.37,807.0
Constellation brands  inc.,STZ,"",6212684.0,1165003000.0,0.195819,0.2257,113,-471769.0,-7.057705,reduction,3.2191717,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,172.54,215.81
Fidelity national information services inc,FIS,"",7806463.0,1161603000.0,0.195247,0.2267,114,-955074.0,-10.900759,reduction,1.2599127,Q3 2001,FINANCE,13F,09/30/2020,81.6,140.79
Lowes companies  inc.,LOW,"",7096259.0,1151439000.0,0.193539,0.2119,115,-1031176.0,-12.687595,reduction,0.9389864,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,79.04,162.77
Deere & co.,DE,"",5187494.0,1142183000.0,0.191983,0.1673,116,-329293.0,-5.968927,reduction,1.6553643,Q1 2001,INDUSTRIALS,13F,09/30/2020,147.53,269.21
Netease inc adr,NTES,"",12573610.0,1133537000.0,0.19053,0.2423,117,-2043895.0,-13.982516,reduction,0.3668620,Q2 2009,COMMUNICATIONS,13F,09/30/2020,61.11,92.66
Ishares 3-7 year treasury bond etf,IEI,"",8362519.0,1118319000.0,0.187972,0.3141,118,-3813486.0,-31.319682,reduction,No Data,Q3 2009,FINANCE,13F,09/30/2020,127.5,132.89
Parker-hannifin corp.,PH,"",5521141.0,1116264000.0,0.187626,0.181,119,404469.0,7.904923,addition,4.2866645,Q1 2001,INDUSTRIALS,13F,09/30/2020,170.3025,269.45
Regeneron pharmaceuticals inc.,REGN,"",1923354.0,1103255000.0,0.18544,0.2163,120,125884.0,7.003399,addition,1.8077928,Q1 2001,HEALTH CARE,13F,09/30/2020,467.4465,488.93
Jd.com inc adr,JD,"",14632713.0,1099795000.0,0.184858,0.232,121,-5342966.0,-26.747356,reduction,0.9409248,Q2 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,46.5,84.49
Walmart inc,WMT,"",7989373.0,1095664000.0,0.184164,0.1685,122,699224.0,9.591354,addition,0.2819361,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,95.3536,143.5
T. rowe price group,TROW,"",8539512.0,1088702000.0,0.182994,0.2285,123,-1046115.0,-10.913371,reduction,3.7621377,Q1 2001,FINANCE,13F,09/30/2020,71.64,148.28
S&p global inc. (mcgraw-hill inc.),SPGI,"",3019309.0,1077833000.0,0.181167,0.1805,124,180238.0,6.348485,addition,1.2528253,Q1 2001,COMMUNICATIONS,13F,09/30/2020,139.4121,316.58
Ishares transportation average etf,IYT,PUT,6352500.0,1039417000.0,0.17471,0.0063,125,6152500.0,3076.25,addition,No Data,Q1 2017,INDUSTRIALS,13F,09/30/2020,,220.75
Ishares short treasury bond etf,SHV,"",9220010.0,1020747000.0,0.171571,0.2347,126,-1760379.0,-16.032028,reduction,No Data,Q4 2011,FINANCE,13F,09/30/2020,110.65,110.52
Leidos holdings inc,LDOS,"",11258342.0,1019669000.0,0.17139,0.1668,127,2028581.0,21.978695,addition,7.9176179,Q1 2007,INDUSTRIALS,13F,09/30/2020,85.1083,104.24
American express co,AXP,"",10349321.0,1011646000.0,0.170042,0.2323,128,-2294479.0,-18.147068,reduction,1.2853727,Q1 2001,FINANCE,13F,09/30/2020,97.84,117.35
Sherwin-williams co.,SHW,"",1430614.0,1009542000.0,0.169688,0.1535,129,53760.0,3.904553,addition,1.5712459,Q1 2001,MATERIALS,13F,09/30/2020,215.6158,733.9
Ishares mbs etf,MBB,"",9051074.0,999419000.0,0.167987,0.2111,130,-832266.0,-8.420898,reduction,No Data,Q1 2012,FINANCE,13F,09/30/2020,106.67,110.06
Servicenow inc,NOW,"",2026447.0,988865000.0,0.166213,0.156,131,31318.0,1.569723,addition,1.0565362,Q1 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,94.1847,553.89
Public storage  inc.,PSA,"",4381966.0,968021000.0,0.162709,0.1195,132,1154458.0,35.76933,addition,2.5068055,Q1 2001,REAL ESTATE,13F,09/30/2020,212.1138,228.85
Seagen inc,SGEN,"",5048241.0,964012000.0,0.162035,0.1105,133,1678306.0,49.802326,addition,2.9013443,Q1 2001,HEALTH CARE,13F,09/30/2020,155.8175,190.61
Fleetcor technologies inc,FLT,"",3995822.0,961997000.0,0.161696,0.1655,134,585561.0,17.170563,addition,4.7539914,Q4 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,219.8958,270.49
Chipotle mexican grill  inc.,CMG,"",760920.0,959984000.0,0.161358,0.1494,135,25151.0,3.418328,addition,2.7207173,Q3 2006,CONSUMER DISCRETIONARY,13F,09/30/2020,762.2963,1412.55
Charles schwab corp,SCHW,"",26828333.0,959917000.0,0.161347,0.1813,136,-1007658.0,-3.619982,reduction,2.0819076,Q1 2001,FINANCE,13F,09/30/2020,35.06,52.06
International business machines corp,IBM,"",7929772.0,959026000.0,0.161197,0.1389,137,1969016.0,33.032991,addition,0.8904066,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,124.9248,124.69
Capital one financial corp,COF,"",13586259.0,957152000.0,0.160882,0.1375,138,2201222.0,19.334342,addition,2.9752945,Q1 2001,FINANCE,13F,09/30/2020,73.3767,97.3
Yum! brands  inc. (tricon global restaurants),YUM,"",10538948.0,955989000.0,0.160687,0.1291,139,2839673.0,36.882343,addition,3.4966692,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,83.6365,107.54
